,Name,Type,Constellation,Rise,Set,Duration,Magnitude
1014,IC2088,Neb,Tau,3,6,3.13,
1015,IC2107,Dup,Ori,4,6,2.09,
1016,IC2109,*,Ori,5,6,1.04,
1017,IC2110,*,Ori,5,6,1.04,
1018,IC2112,G,Ori,5,6,1.04,
1019,IC2120,Other,Aur,2,6,4.17,
1020,IC2123,Dup,Ori,5,6,1.04,
1021,IC2124,Dup,Ori,5,6,1.04,
1022,IC2133,Dup,Cam,22,6,9.39,
1023,IC2144,HII,Tau,4,6,2.09,
1025,IC2156,OCl,Gem,4,6,2.09,
1027,IC2159,Neb,Ori,5,6,1.04,
1028,IC2162,HII,Ori,5,6,1.04,
1030,IC2168,**,Aur,3,6,3.13,
1031,IC2170,Other,Aur,3,6,3.13,
1032,IC2173,*,Gem,4,6,2.09,
1034,IC2175,**,Gem,4,6,2.09,
1035,IC2176,G,Gem,5,6,1.04,
1036,IC2178,G,Gem,5,6,1.04,
1038,IC2180,G,Gem,5,6,1.04,
1039,IC2184,GGroup,Cam,22,6,9.39,
1040,IC2184 NED01,G,Cam,22,6,9.39,
1041,IC2184 NED02,G,Cam,22,6,9.39,
1042,IC2185,G,Gem,5,6,1.04,
1043,IC2190,G,Aur,5,6,1.04,
1044,IC2192,G,Gem,5,6,1.04,
1045,IC2193,G,Gem,5,6,1.04,
1046,IC2194,G,Gem,5,6,1.04,
1047,IC2196,G,Gem,5,6,1.04,
1048,IC2197,G,Gem,5,6,1.04,
1049,IC2199,G,Gem,5,6,1.04,
1050,IC2201,G,Gem,5,6,1.04,
1051,IC2203,G,Gem,5,6,1.04,
1053,IC2207,G,Gem,5,6,1.04,
1055,IC2210,**,Lyn,3,6,3.13,
1056,IC2211,G,Gem,5,6,1.04,
1057,IC2212,G,Gem,5,6,1.04,
1058,IC2214,G,Lyn,5,6,1.04,
1059,IC2221,G,Lyn,5,6,1.04,
1060,IC2222,G,Lyn,5,6,1.04,
1061,IC2223,G,Lyn,5,6,1.04,
1062,IC2224,Dup,Lyn,5,6,1.04,
1063,IC2225,G,Lyn,5,6,1.04,
1065,IC2232,Dup,Lyn,5,6,1.04,
1067,IC2234,G,Lyn,5,6,1.04,
1069,IC2438,Other,Cam,22,6,9.39,
1070,IC2440,*,Cam,22,6,9.39,
1071,IC2458,Dup,UMa,22,6,9.39,
1073,IC2600,G,UMa,22,6,9.39,
1074,IC2601,G,UMa,22,6,9.39,
1075,IC2888,Other,Leo,5,6,1.04,
1077,IC4205,Dup,UMa,22,23,1.04,
1078,IC4257,Other,CVn,22,23,1.04,
1079,IC4263,G,CVn,22,23,1.04,
1080,IC4277,G,CVn,22,23,1.04,
1081,IC4278,G,CVn,22,23,1.04,
1082,IC4282,G,CVn,22,23,1.04,
1083,IC4284,G,CVn,22,23,1.04,
1084,IC4285,G,CVn,22,23,1.04,
1087,IC4340,G,CVn,22,23,1.04,
1088,IC4341,G,CVn,22,23,1.04,
1089,IC4353,Other,CVn,22,23,1.04,
1090,IC4356,G,CVn,22,23,1.04,
1091,IC4357,G,CVn,22,23,1.04,
1092,IC4369,G,CVn,22,23,1.04,
1093,IC4370,G,CVn,22,23,1.04,
1094,IC4371,G,CVn,22,23,1.04,
1095,IC4380,G,Boo,22,23,1.04,
1096,IC4394,Other,Boo,22,23,1.04,
1098,IC4398,G,Boo,22,23,1.04,
1099,IC4403,G,Boo,22,23,1.04,
1100,IC4404,*,UMi,22,6,9.39,
1101,IC4408,G,Boo,22,23,1.04,
1102,IC4409,G,Boo,22,23,1.04,
1103,IC4413,G,Boo,22,23,1.04,
1104,IC4414,Dup,Boo,22,23,1.04,
1105,IC4416,G,Boo,22,23,1.04,
1106,IC4422,G,Boo,22,23,1.04,
1107,IC4423,G,Boo,22,23,1.04,
1108,IC4425,G,Boo,22,23,1.04,
1109,IC4427,G,Boo,22,23,1.04,
1110,IC4431,Dup,Boo,22,23,1.04,
1111,IC4435,G,Boo,22,23,1.04,
1112,IC4436,G,Boo,22,23,1.04,
1113,IC4437,**,Boo,22,0,2.09,
1114,IC4442,G,Boo,22,23,1.04,
1115,IC4446,G,Boo,22,23,1.04,
1116,IC4447,G,Boo,22,23,1.04,
1117,IC4450,G,Boo,22,23,1.04,
1118,IC4452,G,Boo,22,23,1.04,
1119,IC4459,G,Boo,22,23,1.04,
1120,IC4460,G,Boo,22,23,1.04,
1121,IC4461,G,Boo,22,23,1.04,
1122,IC4462,G,Boo,22,23,1.04,
1123,IC4470,G,UMi,22,6,9.39,
1124,IC4471,Dup,Boo,22,0,2.09,
1125,IC4477,G,Boo,22,23,1.04,
1126,IC4479,G,Boo,22,23,1.04,
1127,IC4485,G,Boo,22,23,1.04,
1128,IC4492,G,Boo,22,0,2.09,
1129,IC4495,G,Boo,22,23,1.04,
1130,IC4496,G,Boo,22,23,1.04,
1131,IC4497,G,Boo,22,23,1.04,
1132,IC4498,G,Boo,22,23,1.04,
1133,IC4500,G,Boo,22,0,2.09,
1134,IC4502,G,Boo,22,0,2.09,
1135,IC4504,G,Boo,22,23,1.04,
1136,IC4505,G,Boo,22,23,1.04,
1137,IC4506,G,Boo,22,23,1.04,
1138,IC4508,G,Boo,22,23,1.04,
1139,IC4509,G,Boo,22,23,1.04,
1140,IC4512,G,Boo,22,23,1.04,
1142,IC4515,G,Boo,22,0,2.09,
1143,IC4517,G,Boo,22,23,1.04,
1144,IC4519,G,Boo,22,0,2.09,
1145,IC4520,G,Boo,22,0,2.09,
1146,IC4521,G,Boo,22,23,1.04,
1147,IC4524,G,Boo,22,23,1.04,
1148,IC4525,G,Boo,22,23,1.04,
1149,IC4526,G,Boo,22,23,1.04,
1150,IC4528,G,Boo,22,0,3.13,
1151,IC4530,G,Boo,22,23,1.04,
1152,IC4531,G,Boo,22,23,1.04,
1153,IC4532,G,Boo,22,23,1.04,
1154,IC4533,G,Boo,22,23,1.04,
1155,IC4534,G,Boo,22,23,1.04,
1156,IC4535,G,Boo,22,0,2.09,
1157,IC4539,G,CrB,22,0,2.09,
1158,IC4542,G,Boo,22,0,2.09,
1160,IC4547,G,CrB,22,0,2.09,
1161,IC4548,G,CrB,22,0,2.09,
1162,IC4549,G,Boo,22,0,2.09,
1164,IC4554,G,Se1,22,23,1.04,
1165,IC4556,G,Se1,22,0,2.09,
1166,IC4557,G,Boo,22,0,3.13,
1167,IC4558,G,Se1,22,0,2.09,
1168,IC4559,G,Se1,22,0,2.09,
1169,IC4560,G,Boo,22,0,3.13,
1170,IC4561,G,Se1,22,0,2.09,
1171,IC4562,G,Boo,22,0,3.13,
1172,IC4563,G,Boo,22,0,3.13,
1173,IC4564,G,Boo,22,0,3.13,
1174,IC4565,G,Boo,22,0,3.13,
1176,IC4567,G,Boo,22,0,3.13,
1177,IC4568,G,CrB,22,0,2.09,
1178,IC4569,G,CrB,22,0,2.09,
1179,IC4570,G,CrB,22,0,2.09,
1180,IC4572,G,CrB,22,0,2.09,
1181,IC4573,G,Se1,22,0,2.09,
1182,IC4574,G,CrB,22,0,2.09,
1183,IC4575,G,Se1,22,0,2.09,
1184,IC4576,G,Se1,22,0,2.09,
1185,IC4577,G,Se1,22,0,2.09,
1186,IC4579,G,Se1,22,0,2.09,
1187,IC4580,G,CrB,22,0,2.09,
1188,IC4581,G,CrB,22,0,2.09,
1189,IC4582,G,CrB,22,0,2.09,
1190,IC4583,G,Se1,22,0,2.09,
1191,IC4587,G,CrB,22,0,2.09,
1192,IC4588,G,Se1,22,0,2.09,
1195,IC4594,Dup,Her,22,0,2.09,
1196,IC4602,Dup,Her,22,23,1.04,
1197,IC4607,G,Her,22,0,2.09,
1198,IC4609,G,Her,22,0,2.09,
1199,IC4610,G,Her,22,1,4.17,
1200,IC4611,G,Her,22,0,3.13,
1201,IC4612,G,Her,22,1,4.17,
1202,IC4613,Other,Her,22,0,3.13,
1203,IC4614,G,Her,22,0,3.13,
1204,IC4615,Dup,Her,22,0,3.13,
1205,IC4616,Dup,Her,22,0,3.13,
1206,IC4617,G,Her,22,0,3.13,
1207,IC4619,G,Her,22,0,2.09,
1208,IC4620,G,Her,22,0,2.09,
1209,IC4621,G,Her,22,23,1.04,
1210,IC4623,G,Her,22,0,3.13,
1211,IC4624,G,Her,22,0,2.09,
1212,IC4625,Dup,Oph,22,23,1.04,
1213,IC4626,**,Oph,22,23,1.04,
1214,IC4630,G,Her,22,0,3.13,
1215,IC4632,Other,Her,22,0,3.13,
1216,IC4636,*,Her,23,2,4.17,
1218,IC4639,G,Her,22,0,3.13,
1219,IC4643,Dup,Her,23,1,3.13,
1220,IC4645,G,Her,23,1,3.13,
1221,IC4648,**,Her,23,2,4.17,
1222,IC4649,Dup,Dra,0,3,4.17,
1223,IC4650,G,Dra,0,3,4.17,
1224,IC4660,G,UMi,22,6,9.39,
1226,IC4666,*,Dra,0,3,4.17,
1227,IC4667,Other,Dra,0,3,4.17,
1228,IC4668,*,Dra,0,3,4.17,
1229,IC4669,G,Dra,0,4,5.22,
1230,IC4676,G,Oph,22,0,3.13,
1231,IC4677,Other,Dra,0,6,7.3,
1232,IC4688,G,Oph,22,0,3.13,
1233,IC4691,G,Oph,22,0,3.13,
1234,IC4693,Other,Her,22,0,3.13,
1235,IC4697,G,Her,22,1,4.17,
1236,IC4708,G,Dra,0,4,5.22,
1237,IC4733,*,Dra,0,6,7.3,
1239,IC4762,**,Dra,0,6,7.3,
1240,IC4763,Dup,Dra,0,6,7.3,
1241,IC4768,OCl,Sct,22,23,1.04,
1242,IC4772,G,Lyr,0,3,4.17,
1243,IC4791,G,Her,22,1,4.17,
1245,IC4867,Dup,Cyg,1,4,3.13,
1246,IC4954,HII,Vul,22,3,6.26,
1247,IC4955,Neb,Vul,22,3,6.26,
1250,IC5000,Dup,Aql,22,2,5.22,
1251,IC5006,**,Aql,22,2,5.22,
1252,IC5050,G,Aqr,23,0,2.09,
1253,IC5057,*,Aqr,22,1,4.17,
1254,IC5058,Dup,Aqr,22,1,4.17,
1255,IC5061,Other,Aqr,22,1,4.17,
1256,IC5062,**,Aqr,0,0,1.04,
1257,IC5067,Other,Cyg,22,5,8.35,
1258,IC5068,HII,Cyg,22,5,8.35,
1259,IC5070,HII,Cyg,22,5,8.35,
1260,IC5076,RfN,Cyg,22,5,8.35,
1261,IC5080,G,Del,22,3,6.26,
1262,IC5081,Other,Del,22,3,6.26,
1263,IC5083,G,Equ,22,3,6.26,
1264,IC5089,G,Aqr,23,1,3.13,
1265,IC5090,G,Aqr,23,1,3.13,
1266,IC5097,Other,Equ,22,2,5.22,
1267,IC5098,Other,Equ,22,2,5.22,
1269,IC5111,G,Aqr,23,2,4.17,
1270,IC5113,**,Peg,22,3,6.26,
1271,IC5115,G,Peg,22,3,6.26,
1273,IC5119,G,Peg,22,4,7.3,
1274,IC5126,G,Aqr,0,1,2.09,
1275,IC5127,Dup,Peg,23,3,5.22,
1276,IC5132,Neb,Cep,22,6,9.39,
1277,IC5133,Neb,Cep,22,6,9.39,
1278,IC5134,Neb,Cep,22,6,9.39,
1279,IC5144,G,Peg,22,4,7.3,
1280,IC5145,G,Peg,22,4,7.3,
1282,IC5151,G,Peg,23,3,5.22,
1283,IC5153,G,Peg,22,4,7.3,
1284,IC5155,**,Aqr,0,3,4.17,
1285,IC5159,*,Aqr,0,3,4.17,
1286,IC5160,G,Peg,23,4,6.26,
1287,IC5161,G,Peg,23,4,6.26,
1288,IC5163,Other,Peg,22,5,8.35,
1289,IC5164,*,Peg,22,5,8.35,
1290,IC5166,*,Peg,22,5,8.35,
1291,IC5167,*,Aqr,0,1,1.04,
1292,IC5172,G,Peg,23,4,6.26,
1293,IC5177,G,Peg,23,4,6.26,
1294,IC5180,G,Lac,22,6,9.39,
1295,IC5189,*,Aqr,0,2,2.09,
1296,IC5191,G,Lac,22,6,9.39,
1297,IC5192,G,Lac,22,6,9.39,
1298,IC5193,G,Lac,22,6,9.39,
1299,IC5195,Dup,Lac,0,6,7.3,
1301,IC5223,G,Peg,23,4,6.26,
1302,IC5231,G,Peg,22,5,8.35,
1303,IC5233,G,Peg,22,5,8.35,
1304,IC5241,G,Aqr,0,3,4.17,
1305,IC5242,G,Peg,22,5,8.35,
1307,IC5248,Other,Aqr,0,3,4.17,
1308,IC5251,Other,Peg,23,4,6.26,
1309,IC5253,G,Peg,22,5,8.35,
1310,IC5254,G,Peg,22,5,8.35,
1311,IC5255,Other,Lac,22,6,9.39,
1312,IC5258,G,Peg,22,5,8.35,
1313,IC5259,G,Lac,22,6,9.39,
1314,IC5268,Other,Lac,22,6,9.39,
1315,IC5274,G,Peg,23,5,7.3,
1316,IC5275,Other,Peg,23,5,7.3,
1317,IC5276,G,Peg,23,5,7.3,
1318,IC5278,G,Aqr,1,2,1.04,
1319,IC5281,*,Peg,22,6,9.39,
1320,IC5282,G,Peg,23,5,7.3,
1322,IC5284,G,Peg,23,5,7.3,
1325,IC5291,G,Peg,0,5,6.26,
1326,IC5292,G,Peg,23,5,7.3,
1327,IC5293,G,Peg,23,6,8.35,
1328,IC5295,G,Peg,23,6,8.35,
1329,IC5296,G,Peg,23,6,8.35,
1330,IC5297,G,Peg,23,6,8.35,
1332,IC5299,G,Peg,23,6,8.35,
1333,IC5300,G,Peg,23,6,8.35,
1334,IC5303,**,Psc,0,4,4.17,
1335,IC5305,G,Peg,0,5,6.26,
1336,IC5306,G,Peg,0,5,6.26,
1337,IC5307,G,Peg,0,5,6.26,
1339,IC5311,**,Peg,23,5,7.3,
1340,IC5312,G,Peg,23,6,8.35,
1341,IC5314,G,Peg,23,6,8.35,
1342,IC5315,G,Peg,23,6,8.35,
1343,IC5316,G,Peg,23,6,8.35,
1344,IC5317,G,Peg,23,6,8.35,
1345,IC5319,G,Peg,0,5,6.26,
1346,IC5329,G,Peg,23,6,8.35,
1347,IC5330,*,Psc,1,4,3.13,
1348,IC5331,G,Peg,23,6,8.35,
1349,IC5334,G,Aqr,1,3,2.09,
1350,IC5336,GPair,Peg,23,6,8.35,
1355,IC5340,Other,Aqr,1,3,2.09,
1356,IC5341,G,Peg,23,6,8.35,
1357,IC5342,G,Peg,23,6,8.35,
1358,IC5344,Other,Aqr,1,3,2.09,
1359,IC5346,G,Peg,23,6,8.35,
1360,IC5347,G,Peg,23,6,8.35,
1361,IC5351,G,Psc,1,4,3.13,
1362,IC5352,G,Psc,1,4,3.13,
1363,IC5355,G,And,23,6,8.35,
1364,IC5356,G,Psc,1,4,3.13,
1365,IC5357,G,Psc,1,4,3.13,
1366,IC5359,G,Psc,1,4,3.13,
1367,IC5366,Other,Cas,22,6,9.39,
1368,IC5367,G,Peg,23,6,8.35,
1369,IC5368,Dup,Psc,0,5,5.22,
1370,IC5369,G,And,23,6,8.35,
1371,IC5370,G,And,23,6,8.35,
1372,IC5371,G,And,23,6,8.35,
1373,IC5372,G,And,23,6,8.35,
1374,IC5373,G,And,23,6,8.35,
1375,IC5374,G,Psc,0,5,5.22,
1376,IC5375,G,Psc,0,5,5.22,
1377,IC5376,G,And,23,6,8.35,
1378,IC5377,G,Peg,0,6,7.3,
1379,IC5378,GPair,Peg,0,6,7.3,
1380,IC5378 NED01,G,Peg,0,6,7.3,
1381,IC5378 NED02,G,Peg,0,6,7.3,
1382,IC5379,G,Peg,0,6,7.3,
1383,IC5381,G,Peg,0,6,7.3,
1384,IC5383,Other,Peg,0,6,7.3,
1385,IC5385,Other,Psc,1,4,3.13,
1386,IC5386,Dup,Psc,1,4,3.13,
1390,NGC0004,G,Psc,0,5,5.22,
1391,NGC0005,G,And,23,6,8.35,
1392,NGC0006,G,And,23,6,8.35,
1394,NGC0009,G,Peg,0,6,7.3,
1395,NGC0011,G,And,23,6,8.35,
1397,NGC0013,G,And,23,6,8.35,
1399,NGC0015,G,Peg,0,6,7.3,
1401,NGC0018,**,Peg,23,6,8.35,
1402,NGC0019,G,And,23,6,8.35,
1403,NGC0020,Dup,And,23,6,8.35,
1404,NGC0021,G,And,23,6,8.35,
1405,NGC0022,G,Peg,23,6,8.35,
1407,NGC0026,G,Peg,23,6,8.35,
1408,NGC0027,G,And,23,6,8.35,
1409,NGC0029,Dup,And,23,6,8.35,
1410,NGC0030,**,Peg,0,6,7.3,
1411,NGC0032,*,Peg,0,6,7.3,
1412,NGC0033,**,Psc,0,5,5.22,
1413,NGC0036,G,Psc,0,5,5.22,
1414,NGC0038,G,Psc,2,4,2.09,
1415,NGC0039,G,And,23,6,8.35,
1417,NGC0041,G,Peg,0,6,7.3,
1418,NGC0042,G,Peg,0,6,7.3,
1419,NGC0043,G,And,23,6,8.35,
1420,NGC0044,**,And,23,6,8.35,
1422,NGC0047,G,Cet,2,3,1.04,
1423,NGC0048,G,And,22,6,9.39,
1424,NGC0049,G,And,22,6,9.39,
1425,NGC0050,G,Cet,2,3,1.04,
1426,NGC0051,G,And,22,6,9.39,
1427,NGC0052,G,Peg,0,6,7.3,
1428,NGC0054,G,Cet,2,3,1.04,
1429,NGC0056,Other,Psc,0,6,6.26,
1431,NGC0058,Dup,Cet,2,3,1.04,
1433,NGC0061,GPair,Cet,2,4,2.09,
1434,NGC0061A,G,Cet,2,4,2.09,
1435,NGC0061B,G,Cet,2,4,2.09,
1437,NGC0064,G,Cet,2,3,1.04,
1438,NGC0067,G,And,23,6,8.35,
1439,NGC0068,G,And,23,6,8.35,
1445,NGC0074,G,And,23,6,8.35,
1446,NGC0075,G,Psc,0,5,5.22,
1447,NGC0076,G,And,23,6,8.35,
1448,NGC0078,GPair,Psc,1,5,4.17,
1451,NGC0079,G,And,0,6,7.3,
1453,NGC0081,G,And,0,6,7.3,
1454,NGC0082,*,And,0,6,7.3,
1456,NGC0084,*,And,0,6,7.3,
1457,NGC0085,G,And,0,6,7.3,
1458,NGC0085B,G,And,0,6,7.3,
1459,NGC0086,G,And,0,6,7.3,
1461,NGC0091,*,And,0,6,7.3,
1463,NGC0094,G,And,0,6,7.3,
1465,NGC0096,G,And,0,6,7.3,
1466,NGC0097,G,And,23,6,8.35,
1471,NGC0106,G,Psc,2,4,2.09,
1472,NGC0108,G,And,23,6,8.35,
1474,NGC0110,OCl,Cas,22,6,9.39,
1475,NGC0112,G,And,23,6,8.35,
1476,NGC0113,G,Cet,1,4,3.13,
1477,NGC0114,G,Cet,1,5,4.17,
1478,NGC0116,G,Cet,2,3,1.04,
1479,NGC0117,G,Cet,1,5,4.17,
1481,NGC0120,G,Cet,1,5,4.17,
1482,NGC0122,*,Cet,1,5,4.17,
1483,NGC0123,*,Cet,1,5,4.17,
1484,NGC0124,G,Cet,1,5,4.17,
1486,NGC0126,G,Psc,1,5,4.17,
1487,NGC0127,G,Psc,1,5,4.17,
1490,NGC0130,G,Psc,1,5,4.17,
1491,NGC0132,G,Cet,1,5,4.17,
1493,NGC0136,OCl,Cas,22,6,9.39,
1495,NGC0138,G,Psc,0,5,5.22,
1496,NGC0139,G,Psc,0,5,5.22,
1497,NGC0140,G,And,23,6,8.35,
1498,NGC0141,G,Psc,0,5,5.22,
1502,NGC0149,G,And,23,6,8.35,
1504,NGC0161,G,Cet,2,5,3.13,
1505,NGC0162,*,And,0,6,7.3,
1506,NGC0164,G,Psc,1,5,4.17,
1509,NGC0170,G,Cet,1,5,4.17,
1510,NGC0173,G,Cet,1,5,4.17,
1511,NGC0180,G,Psc,0,6,6.26,
1512,NGC0181,G,And,0,6,7.3,
1515,NGC0184,G,And,0,6,7.3,
1517,NGC0186,G,Psc,1,5,4.17,
1520,NGC0190,GPair,Psc,0,6,6.26,
1521,NGC0190 NED01,G,Psc,0,6,6.26,
1522,NGC0190 NED02,G,Psc,0,6,6.26,
1528,NGC0198,G,Psc,1,5,4.17,
1529,NGC0199,G,Psc,1,5,4.17,
1532,NGC0202,G,Psc,1,5,4.17,
1533,NGC0203,G,Psc,1,5,4.17,
1536,NGC0206,*Ass,And,23,6,8.35,
1537,NGC0208,G,Psc,1,5,4.17,
1538,NGC0211,Dup,Psc,1,5,4.17,
1539,NGC0213,G,Psc,0,6,6.26,
1541,NGC0218,G,And,23,6,8.35,
1542,NGC0219,G,Cet,1,5,4.17,
1544,NGC0223,G,Cet,1,5,4.17,
1547,NGC0226,G,And,23,6,8.35,
1549,NGC0228,G,And,0,6,7.3,
1550,NGC0229,G,And,0,6,7.3,
1551,NGC0233,G,And,0,6,7.3,
1552,NGC0234,G,Psc,0,6,6.26,
1553,NGC0236,G,Psc,1,5,4.17,
1555,NGC0239,G,Cet,2,5,3.13,
1556,NGC0240,G,Psc,1,6,5.22,
1557,NGC0243,G,And,0,6,7.3,
1559,NGC0250,G,Psc,0,6,6.26,
1563,NGC0258,G,And,0,6,7.3,
1564,NGC0259,G,Cet,2,5,3.13,
1565,NGC0260,G,And,0,6,7.3,
1569,NGC0271,G,Cet,2,5,3.13,
1570,NGC0272,OCl,And,23,6,8.35,
1572,NGC0274,G,Cet,3,4,1.04,
1575,NGC0279,G,Cet,2,5,3.13,
1576,NGC0280,G,And,0,6,7.3,
1577,NGC0281,HII,Cas,22,6,9.39,
1578,NGC0282,G,Psc,0,6,7.3,
1579,NGC0287,G,Psc,0,6,7.3,
1580,NGC0293,G,Cet,3,4,1.04,
1581,NGC0295,G,Psc,0,6,7.3,
1583,NGC0297,G,Cet,3,4,1.04,
1584,NGC0298,G,Cet,3,4,1.04,
1586,NGC0305,Other,Psc,0,6,6.26,
1588,NGC0308,*,Cet,2,5,3.13,
1589,NGC0310,*,Cet,2,5,3.13,
1591,NGC0313,Other,Psc,0,6,7.3,
1593,NGC0316,*,Psc,0,6,7.3,
1594,NGC0317,GPair,And,23,6,8.35,
1597,NGC0318,G,Psc,0,6,7.3,
1598,NGC0321,G,Cet,2,4,2.09,
1599,NGC0325,G,Cet,2,4,2.09,
1600,NGC0326,GPair,Psc,0,6,7.3,
1602,NGC0326 NED02,G,Psc,0,6,7.3,
1605,NGC0331,G,Cet,2,5,3.13,
1606,NGC0332,G,Psc,1,6,5.22,
1610,NGC0340,G,Cet,3,4,1.04,
1611,NGC0342,G,Cet,3,4,1.04,
1612,NGC0345,G,Cet,3,4,1.04,
1613,NGC0347,G,Cet,3,4,1.04,
1614,NGC0349,G,Cet,3,4,1.04,
1615,NGC0350,G,Cet,3,4,1.04,
1616,NGC0351,G,Cet,2,5,3.13,
1618,NGC0353,G,Cet,2,5,3.13,
1619,NGC0354,G,Psc,0,6,6.26,
1620,NGC0355,G,Cet,3,4,1.04,
1621,NGC0356,G,Cet,3,4,1.04,
1623,NGC0358,Other,Cas,22,6,9.39,
1624,NGC0359,G,Cet,2,5,3.13,
1625,NGC0364,G,Cet,2,5,3.13,
1626,NGC0366,OCl,Cas,22,6,9.39,
1627,NGC0370,Other,Psc,0,6,7.3,
1628,NGC0372,Dup,Psc,0,6,7.3,
1629,NGC0373,G,Psc,0,6,7.3,
1630,NGC0374,G,Psc,0,6,7.3,
1635,NGC0382,G,Psc,0,6,7.3,
1640,NGC0387,G,Psc,0,6,7.3,
1642,NGC0389,G,And,23,6,8.35,
1643,NGC0390,*,Psc,0,6,7.3,
1644,NGC0391,G,Cet,2,6,4.17,
1648,NGC0396,G,Psc,1,6,5.22,
1650,NGC0398,G,Psc,0,6,7.3,
1651,NGC0399,G,Psc,0,6,7.3,
1652,NGC0400,*,Psc,0,6,7.3,
1653,NGC0401,*,Psc,0,6,7.3,
1654,NGC0402,*,Psc,0,6,7.3,
1655,NGC0403,G,Psc,0,6,7.3,
1657,NGC0407,G,Psc,0,6,7.3,
1658,NGC0408,*,Psc,0,6,7.3,
1660,NGC0413,G,Cet,2,5,3.13,
1661,NGC0414,GPair,Psc,0,6,7.3,
1662,NGC0414 NED01,G,Psc,0,6,7.3,
1663,NGC0414 NED02,G,Psc,0,6,7.3,
1664,NGC0420,G,Psc,0,6,7.3,
1665,NGC0421,Other,Psc,0,6,7.3,
1666,NGC0425,G,And,23,6,8.35,
1669,NGC0429,G,Cet,2,5,3.13,
1671,NGC0431,G,And,0,6,7.3,
1672,NGC0433,OCl,Cas,22,6,9.39,
1673,NGC0435,G,Cet,1,6,5.22,
1675,NGC0437,G,Psc,1,6,5.22,
1676,NGC0442,G,Cet,2,5,3.13,
1677,NGC0443,G,Psc,0,6,7.3,
1679,NGC0445,G,Cet,2,6,4.17,
1682,NGC0448,G,Cet,2,5,3.13,
1684,NGC0450,G,Cet,2,5,3.13,
1685,NGC0451,G,Psc,0,6,7.3,
1687,NGC0453,Other,Psc,0,6,7.3,
1688,NGC0455,G,Psc,1,6,5.22,
1690,NGC0459,G,Psc,0,6,6.26,
1691,NGC0462,G,Psc,1,6,5.22,
1692,NGC0463,G,Psc,0,6,6.26,
1693,NGC0464,**,And,0,6,7.3,
1695,NGC0468,G,Psc,0,6,7.3,
1696,NGC0469,G,Psc,0,6,6.26,
1699,NGC0472,G,Psc,0,6,7.3,
1702,NGC0475,G,Psc,0,6,6.26,
1703,NGC0476,G,Psc,0,6,6.26,
1704,NGC0477,G,And,23,6,8.35,
1705,NGC0479,G,Psc,1,6,5.22,
1706,NGC0483,G,Psc,0,6,7.3,
1708,NGC0486,G,Psc,1,6,5.22,
1710,NGC0489,G,Psc,1,6,5.22,
1712,NGC0492,G,Psc,1,6,5.22,
1715,NGC0495,G,Psc,0,6,7.3,
1718,NGC0498,G,Psc,0,6,7.3,
1720,NGC0500,G,Psc,1,6,5.22,
1723,NGC0503,G,Psc,0,6,7.3,
1724,NGC0504,G,Psc,0,6,7.3,
1725,NGC0505,G,Psc,1,6,5.22,
1726,NGC0506,*,Psc,0,6,7.3,
1728,NGC0508,G,Psc,0,6,7.3,
1729,NGC0509,G,Psc,1,6,5.22,
1730,NGC0510,**,Psc,0,6,7.3,
1731,NGC0511,G,Psc,1,6,5.22,
1732,NGC0512,G,And,0,6,7.3,
1735,NGC0515,G,Psc,0,6,7.3,
1736,NGC0516,G,Psc,1,6,5.22,
1737,NGC0517,G,Psc,0,6,7.3,
1738,NGC0518,G,Psc,1,6,5.22,
1739,NGC0519,G,Cet,2,5,3.13,
1740,NGC0520,GPair,Psc,1,6,5.22,
1742,NGC0520 NED02,G,Psc,1,6,5.22,
1747,NGC0525,G,Psc,1,6,5.22,
1748,NGC0528,G,And,0,6,7.3,
1750,NGC0530,G,Cet,2,5,3.13,
1751,NGC0531,G,And,0,6,7.3,
1754,NGC0535,G,Cet,2,6,4.17,
1756,NGC0537,Dup,And,0,6,7.3,
1757,NGC0538,G,Cet,2,5,3.13,
1759,NGC0542,G,And,0,6,7.3,
1764,NGC0550,G,Cet,2,6,4.17,
1765,NGC0551,G,And,0,6,7.3,
1766,NGC0552,*,Psc,0,6,7.3,
1767,NGC0553,G,Psc,0,6,7.3,
1768,NGC0557,G,Cet,2,5,3.13,
1769,NGC0558,G,Cet,2,5,3.13,
1772,NGC0561,G,And,0,6,7.3,
1773,NGC0562,G,And,23,6,8.35,
1775,NGC0565,G,Cet,2,6,4.17,
1776,NGC0566,G,Psc,0,6,7.3,
1777,NGC0569,G,Psc,1,6,5.22,
1779,NGC0571,G,Psc,0,6,7.3,
1780,NGC0573,G,And,0,6,7.3,
1782,NGC0577,G,Cet,2,6,4.17,
1784,NGC0580,Dup,Cet,2,6,4.17,
1788,NGC0585,G,Cet,2,6,4.17,
1790,NGC0587,G,Tri,0,6,7.3,
1792,NGC0590,G,And,23,6,8.35,
1794,NGC0592,*Ass,Tri,0,6,7.3,
1795,NGC0595,HII,Tri,0,6,7.3,
1799,NGC0603,Other,Tri,0,6,7.3,
1800,NGC0604,HII,Tri,0,6,7.3,
1801,NGC0605,G,And,0,6,7.3,
1802,NGC0606,G,Psc,0,6,6.26,
1803,NGC0607,Other,Cet,3,4,1.04,
1804,NGC0608,G,Tri,0,6,7.3,
1806,NGC0614,G,Tri,0,6,7.3,
1808,NGC0616,**,Tri,0,6,7.3,
