,Name,Type,Constellation,Rise,Set,Duration,Magnitude
4618,Mel022,OCl,Tau,2,6,4.17,1.2
598,IC1318,*,Cyg,22,4,7.3,2.23
4064,NGC7114,*,Cyg,22,6,9.39,3.0
1545,NGC0224,G,And,23,6,8.35,3.44
1982,NGC0869,OCl,Per,23,2,4.17,3.7
1992,NGC0884,OCl,Per,23,2,4.17,3.8
1912,NGC0771,*,Cas,22,6,9.39,3.95
1225,IC4665,OCl,Oph,22,0,2.09,4.2
4054,NGC7092,OCl,Cyg,22,6,9.39,4.6
1238,IC4756,OCl,Se2,22,0,3.13,4.6
3760,NGC6633,OCl,Oph,22,0,3.13,4.6
2432,NGC2168,OCl,Gem,4,6,2.09,5.1
3917,NGC6871,OCl,Cyg,22,4,7.3,5.2
2105,NGC1039,OCl,Per,0,3,3.13,5.2
2460,NGC2281,OCl,Aur,4,6,2.09,5.4
4487,NGC7686,OCl,And,22,6,9.39,5.6
2421,NGC2099,OCl,Aur,3,6,3.13,5.6
1900,NGC0752,OCl,And,0,6,7.3,5.7
3610,NGC6402,GCl,Oph,22,23,1.04,5.73
1797,NGC0598,G,Tri,0,6,7.3,5.79
3468,NGC6205,GCl,Her,22,0,3.13,5.8
3819,NGC6705,OCl,Sct,22,23,1.04,5.8
2433,NGC2169,OCl,Ori,5,6,1.04,5.9
2411,NGC1960,OCl,Aur,3,6,3.13,6.0
3193,NGC5856,**,Boo,22,23,1.04,6.03
4085,NGC7160,OCl,Cep,22,6,9.39,6.1
3901,NGC6838,GCl,Sge,22,2,5.22,6.1
2391,NGC1746,OCl,Tau,3,6,3.13,6.1
2336,NGC1545,OCl,Per,0,4,4.17,6.2
4053,NGC7089,GCl,Aqr,23,2,4.17,6.25
3325,NGC6049,*,Se1,22,23,1.04,6.27
3956,NGC6940,OCl,Vul,22,4,7.3,6.3
4045,NGC7078,GCl,Peg,22,3,6.26,6.3
2408,NGC1912,OCl,Aur,3,6,3.13,6.4
2370,NGC1647,OCl,Tau,3,6,3.13,6.4
4126,NGC7243,OCl,Lac,22,6,9.39,6.4
2376,NGC1662,OCl,Ori,4,6,2.09,6.4
2329,NGC1528,OCl,Per,0,4,4.17,6.4
1689,NGC0457,OCl,Cas,22,6,9.39,6.4
953,IC1851,*,Cas,23,3,5.22,6.44
2420,NGC2045,*,Tau,5,6,1.04,6.46
1826,NGC0654,OCl,Cas,22,2,5.22,6.5
916,IC1805,Cl+N,Cas,22,2,5.22,6.5
1489,NGC0129,OCl,Cas,22,6,9.39,6.5
950,IC1848,Cl+N,Cas,23,3,5.22,6.5
3566,NGC6341,GCl,Her,23,2,4.17,6.52
2306,NGC1444,OCl,Per,0,4,4.17,6.6
3939,NGC6913,OCl,Cyg,22,4,7.3,6.6
2282,NGC1342,OCl,Per,1,4,3.13,6.7
4571,NGC7789,OCl,Cas,22,6,9.39,6.7
3820,NGC6709,OCl,Aql,22,0,3.13,6.7
2425,NGC2129,OCl,Gem,4,6,2.09,6.7
2097,NGC1027,OCl,Cas,22,3,6.26,6.7
2435,NGC2175,Cl+N,Ori,5,6,1.04,6.8
3879,NGC6811,OCl,Cyg,1,4,3.13,6.8
2323,NGC1502,OCl,Cam,0,4,5.22,6.9
4462,NGC7654,OCl,Cas,22,6,9.39,6.9
2660,NGC3031,G,UMa,22,6,9.39,6.92
2399,NGC1807,OCl,Tau,4,6,2.09,7.0
2402,NGC1857,OCl,Aur,2,6,4.17,7.0
2349,NGC1582,OCl,Per,1,5,4.17,7.0
1546,NGC0225,OCl,Cas,22,6,9.39,7.0
4034,NGC7063,OCl,Cyg,22,5,8.35,7.0
1834,NGC0663,OCl,Cas,22,2,5.22,7.1
3888,NGC6823,Cl+N,Vul,22,2,5.22,7.1
4612,H05,OCl,Cru,0,6,6.26,7.1
4535,NGC7748,*,Cep,22,6,9.39,7.15
4219,NGC7380,Cl+N,Cep,22,6,9.39,7.2
1281,IC5146,Cl+N,Cyg,22,6,9.39,7.2
4048,NGC7082,OCl,Cyg,22,6,9.39,7.2
1248,IC4996,OCl,Cyg,22,4,7.3,7.3
3885,NGC6819,OCl,Cyg,0,4,4.17,7.3
1785,NGC0581,OCl,Cas,22,6,9.39,7.4
3909,NGC6853,PN,Vul,22,3,6.26,7.4
3937,NGC6910,OCl,Cyg,22,4,7.3,7.4
2405,NGC1893,OCl,Aur,3,6,3.13,7.5
3844,NGC6755,OCl,Aql,22,0,3.13,7.5
2040,NGC0957,OCl,Per,23,2,4.17,7.6
4017,NGC7039,OCl,Cyg,22,5,8.35,7.6
3915,NGC6866,OCl,Cyg,1,4,3.13,7.6
2378,NGC1664,OCl,Aur,2,5,3.13,7.6
4613,H20,OCl,Sge,1,6,5.22,7.7
2400,NGC1817,OCl,Tau,4,6,2.09,7.7
4103,NGC7209,OCl,Lac,22,6,9.39,7.7
2395,NGC1778,OCl,Aur,2,6,4.17,7.7
3955,NGC6939,OCl,Cep,22,6,9.39,7.8
3782,NGC6664,OCl,Sct,22,23,1.04,7.8
3899,NGC6834,OCl,Cyg,22,3,6.26,7.8
4324,NGC7510,OCl,Cep,22,6,9.39,7.9
1830,NGC0659,OCl,Cas,22,2,5.22,7.9
3025,NGC5457,G,UMa,22,0,3.13,7.9
1895,NGC0744,OCl,Per,23,2,4.17,7.9
3895,NGC6830,OCl,Vul,22,2,5.22,7.9
3922,NGC6883,OCl,Cyg,22,4,7.3,8.0
4616,M040,**,UMa,22,23,1.04,8.0
1518,NGC0188,OCl,Cep,22,6,9.39,8.1
3718,NGC6572,PN,Oph,22,0,3.13,8.1
1543,NGC0221,G,And,23,6,8.35,8.13
1535,NGC0205,G,And,23,6,8.35,8.15
1819,NGC0637,OCl,Cas,22,6,9.39,8.2
2407,NGC1907,OCl,Aur,3,6,3.13,8.2
4033,NGC7062,OCl,Cyg,22,6,9.39,8.3
4465,NGC7662,PN,And,22,6,9.39,8.3
2661,NGC3034,G,UMa,22,6,9.39,8.3
3830,NGC6738,*Ass,Aql,22,1,4.17,8.3
2919,NGC5194,G,CVn,22,23,1.04,8.36
4051,NGC7086,OCl,Cyg,22,6,9.39,8.4
4136,NGC7261,OCl,Cep,22,6,9.39,8.4
3859,NGC6779,GCl,Lyr,22,2,5.22,8.4
1026,IC2157,OCl,Gem,4,6,2.09,8.4
2410,NGC1952,SNR,Tau,4,6,2.09,8.4
2228,NGC1245,OCl,Per,0,3,3.13,8.4
2326,NGC1513,OCl,Per,0,4,4.17,8.4
2509,NGC2403,G,Cam,1,6,5.22,8.43
2481,NGC2331,OCl,Gem,5,6,1.04,8.5
4572,NGC7790,OCl,Cas,22,6,9.39,8.5
2437,NGC2194,OCl,Ori,5,6,1.04,8.5
4010,NGC7027,PN,Cyg,22,5,8.35,8.5
2429,NGC2158,OCl,Gem,4,6,2.09,8.6
2907,NGC5055,G,CVn,22,23,1.04,8.61
3825,NGC6720,PN,Lyr,0,2,3.13,8.8
1519,NGC0189,OCl,Cas,22,6,9.39,8.8
3875,NGC6802,OCl,Vul,22,2,5.22,8.8
1674,NGC0436,OCl,Cas,22,6,9.39,8.8
2039,NGC0956,OCl,And,0,3,4.17,8.9
3705,NGC6543,PN,Dra,0,6,7.3,9.01
3961,NGC6946,G,Cyg,22,6,9.39,9.05
1500,NGC0146,OCl,Cas,22,6,9.39,9.1
673,IC1442,OCl,Lac,22,6,9.39,9.1
4012,NGC7031,OCl,Cyg,22,6,9.39,9.1
4128,NGC7245,OCl,Lac,22,6,9.39,9.2
88,IC0127,G,Cet,3,5,2.09,9.2
3818,NGC6704,OCl,Sct,22,0,2.09,9.2
1516,NGC0185,G,Cas,22,6,9.39,9.2
2128,NGC1068,G,Cet,3,6,3.13,9.29
1634,NGC0381,OCl,Cas,22,6,9.39,9.3
4076,NGC7142,OCl,Cep,22,6,9.39,9.3
1813,NGC0628,G,Psc,1,6,5.22,9.31
3801,NGC6683,OCl,Sct,22,23,1.04,9.4
1492,NGC0133,OCl,Cas,22,6,9.39,9.4
2426,NGC2141,OCl,Ori,5,6,1.04,9.4
4570,NGC7788,OCl,Cas,22,6,9.39,9.4
4181,NGC7331,G,Peg,22,6,9.39,9.41
3891,NGC6826,PN,Cyg,1,5,4.17,9.44
2093,NGC1023,G,Per,0,3,3.13,9.47
1770,NGC0559,OCl,Cas,22,6,9.39,9.5
3867,NGC6791,OCl,Lyr,0,3,3.13,9.5
2449,NGC2266,OCl,Gem,5,6,1.04,9.5
784,IC1613,G,Cet,1,6,5.22,9.54
2920,NGC5195,G,CVn,22,23,1.04,9.58
4112,NGC7226,OCl,Cep,22,6,9.39,9.6
2319,NGC1496,OCl,Per,0,4,4.17,9.6
3471,NGC6210,PN,Her,22,0,3.13,9.65
4157,NGC7295,OCl,Lac,22,6,9.39,9.7
4069,NGC7128,OCl,Cyg,22,6,9.39,9.7
4038,NGC7067,OCl,Cyg,22,6,9.39,9.7
2804,NGC4125,G,Dra,22,6,9.39,9.71
1501,NGC0147,G,Cas,22,6,9.39,9.72
3953,NGC6934,GCl,Del,22,2,5.22,9.75
2825,NGC4236,G,Dra,22,6,9.39,9.77
3848,NGC6760,GCl,Aql,22,0,3.13,9.78
1469,NGC0103,OCl,Cas,22,6,9.39,9.8
3701,NGC6535,GCl,Se2,22,0,2.09,9.85
3483,NGC6229,GCl,Her,23,1,3.13,9.86
2627,NGC2768,G,UMa,4,6,2.09,9.87
2669,NGC3077,G,UMa,22,6,9.39,9.88
3200,NGC5866,G,Dra,22,1,4.17,9.89
3997,NGC6997,Cl+N,Cyg,22,5,8.35,10.0
2470,NGC2304,OCl,Gem,5,6,1.04,10.0
1995,NGC0891,G,And,0,3,4.17,10.01
2515,NGC2419,GCl,Lyn,5,6,1.04,10.05
2733,NGC3556,G,UMa,22,6,9.39,10.05
2409,NGC1931,Cl+N,Aur,3,6,3.13,10.1
1822,NGC0650,PN,Per,23,2,4.17,10.1
3683,NGC6503,G,Dra,23,6,8.35,10.12
2019,NGC0925,G,Tri,0,6,6.26,10.12
2956,NGC5322,G,UMa,22,0,3.13,10.14
2656,NGC2976,G,UMa,22,6,9.39,10.16
2638,NGC2841,G,UMa,5,6,1.04,10.18
2327,NGC1514,PN,Tau,2,6,4.17,10.19
2029,NGC0936,G,Cet,3,6,3.13,10.23
271,IC0356,G,Cam,22,5,8.35,10.24
1709,NGC0488,G,Psc,1,6,5.22,10.26
2861,NGC4605,G,UMa,22,0,2.09,10.26
1913,NGC0772,G,Ari,1,6,5.22,10.3
1746,NGC0524,G,Psc,1,6,5.22,10.35
1787,NGC0584,G,Cet,3,5,2.09,10.35
6,IC0010,G,Cas,22,6,9.39,10.35
3223,NGC5907,G,Dra,22,1,4.17,10.37
2593,NGC2655,G,Cam,22,6,9.39,10.39
4001,NGC7006,GCl,Del,22,3,6.26,10.46
1072,IC2574,G,UMa,22,6,9.39,10.46
4108,NGC7217,G,Peg,22,5,8.35,10.47
3927,NGC6891,PN,Del,22,2,5.22,10.5
1249,IC4997,PN,Sge,22,2,5.22,10.5
3866,NGC6790,PN,Aql,22,0,3.13,10.5
2658,NGC2985,G,UMa,22,6,9.39,10.51
2706,NGC3359,G,UMa,22,6,9.39,10.55
1656,NGC0404,G,And,0,6,7.3,10.55
2136,NGC1084,G,Eri,5,6,1.04,10.6
1076,IC3568,PN,Cam,22,6,9.39,10.6
3845,NGC6756,OCl,Aql,22,0,3.13,10.6
4590,NGC7814,G,Peg,0,6,7.3,10.6
2117,NGC1055,G,Cet,3,6,3.13,10.6
3599,NGC6384,G,Oph,22,0,2.09,10.63
2485,NGC2336,G,Cam,22,6,9.39,10.68
2427,NGC2146,G,Cam,22,6,9.39,10.69
1194,IC4593,PN,Her,22,23,1.04,10.7
2356,NGC1605,OCl,Per,1,4,3.13,10.7
4002,NGC7008,PN,Cyg,22,6,9.39,10.7
2670,NGC3079,G,UMa,5,6,1.04,10.71
2775,NGC3898,G,UMa,22,23,1.04,10.72
2860,NGC4589,G,Dra,22,6,9.39,10.74
2779,NGC3945,G,UMa,22,6,9.39,10.75
4620,UGC04305,G,Cam,22,6,9.39,10.75
2737,NGC3610,G,UMa,22,6,9.39,10.77
1952,NGC0821,G,Ari,1,6,5.22,10.77
1024,IC2149,PN,Aur,2,6,4.17,10.78
2738,NGC3613,G,UMa,22,6,9.39,10.81
2792,NGC4036,G,UMa,22,6,9.39,10.84
2367,NGC1637,G,Eri,5,6,1.04,10.85
1574,NGC0278,G,Cas,22,6,9.39,10.85
2598,NGC2681,G,UMa,5,6,1.04,10.86
2436,NGC2192,OCl,Aur,3,6,3.13,10.9
4009,NGC7026,PN,Cyg,22,6,9.39,10.9
3923,NGC6884,PN,Cyg,1,5,4.17,10.9
1842,NGC0672,G,Tri,0,6,6.26,10.92
2704,NGC3348,G,UMa,22,6,9.39,10.92
1796,NGC0596,G,Cet,3,5,2.09,10.95
2310,NGC1456,**,Tau,2,6,4.17,10.96
4279,NGC7457,G,Peg,22,6,9.39,10.98
1805,NGC0609,OCl,Cas,22,6,9.39,11.0
4450,NGC7640,G,And,22,6,9.39,11.01
3031,NGC5474,G,UMa,22,0,2.09,11.01
2139,NGC1087,G,Cet,3,6,3.13,11.02
2972,NGC5353,G,CVn,22,23,1.04,11.02
3069,NGC5585,G,UMa,22,0,3.13,11.02
3060,NGC5557,G,Boo,22,23,1.04,11.02
2649,NGC2950,G,UMa,5,6,1.04,11.03
2131,NGC1073,G,Cet,3,6,3.13,11.05
4182,NGC7332,G,Peg,22,5,8.35,11.05
4434,NGC7619,G,Peg,0,5,6.26,11.06
1978,NGC0864,G,Cet,2,6,4.17,11.07
3271,NGC5982,G,Dra,22,2,5.22,11.07
2793,NGC4041,G,UMa,22,6,9.39,11.08
4301,NGC7479,G,Peg,23,5,7.3,11.09
3935,NGC6905,PN,Del,22,3,6.26,11.1
2345,NGC1569,G,Cam,23,4,6.26,11.11
3565,NGC6340,G,Dra,22,6,9.39,11.11
3767,NGC6643,G,Dra,22,6,9.39,11.11
4440,NGC7626,G,Peg,0,5,6.26,11.12
4090,NGC7177,G,Peg,22,4,7.3,11.13
2568,NGC2549,G,Lyn,3,6,3.13,11.14
2468,NGC2300,G,Cep,22,6,9.39,11.16
3293,NGC6015,G,Dra,22,2,5.22,11.17
2494,NGC2366,G,Cam,22,6,9.39,11.17
182,IC0239,G,And,0,3,3.13,11.2
2495,NGC2371,PN,Gem,5,6,1.04,11.2
1918,NGC0779,G,Cet,3,5,2.09,11.21
3114,NGC5676,G,Boo,22,0,2.09,11.22
2630,NGC2787,G,UMa,22,6,9.39,11.25
2120,NGC1058,G,Per,0,3,3.13,11.25
1892,NGC0741,G,Psc,2,6,4.17,11.26
2983,NGC5377,G,CVn,22,0,2.09,11.27
4529,NGC7741,G,Peg,23,6,8.35,11.27
1831,NGC0660,G,Psc,1,6,5.22,11.29
391,IC1029,G,Boo,22,0,2.09,11.29
1300,IC5217,PN,Lac,22,6,9.39,11.3
4004,NGC7013,G,Cyg,22,4,7.3,11.3
2951,NGC5308,G,UMa,22,0,3.13,11.32
2923,NGC5204,G,UMa,22,0,3.13,11.32
2052,NGC0972,G,Ari,0,6,6.26,11.33
2790,NGC3998,G,UMa,22,23,1.04,11.33
3667,NGC6482,G,Her,22,1,4.17,11.33
2600,NGC2685,G,UMa,4,6,2.09,11.35
2092,NGC1022,G,Cet,4,6,2.09,11.35
2973,NGC5354,G,CVn,22,23,1.04,11.38
3817,NGC6703,G,Lyr,0,3,3.13,11.38
1001,IC2003,PN,Per,1,5,4.17,11.4
3860,NGC6781,PN,Aql,22,1,4.17,11.4
3876,NGC6803,PN,Aql,22,1,4.17,11.4
3925,NGC6886,PN,Sge,22,3,6.26,11.4
2309,NGC1453,G,Eri,5,6,1.04,11.41
1818,NGC0636,G,Cet,4,5,1.04,11.41
2191,NGC1169,G,Per,0,3,3.13,11.41
2832,NGC4291,G,Dra,22,6,9.39,11.42
3116,NGC5678,G,Dra,22,0,3.13,11.43
1916,NGC0777,G,Tri,0,6,6.26,11.46
1741,NGC0520 NED01,G,Psc,1,6,5.22,11.47
1668,NGC0428,G,Cet,2,6,4.17,11.47
3030,NGC5473,G,UMa,22,0,3.13,11.47
3207,NGC5879,G,Dra,22,1,4.17,11.47
2969,NGC5350,G,CVn,22,23,1.04,11.47
1753,NGC0533,G,Cet,2,6,4.17,11.47
1607,NGC0337,G,Cet,3,4,1.04,11.48
1659,NGC0410,G,Psc,0,6,7.3,11.48
2615,NGC2715,G,Cam,22,6,9.39,11.49
2620,NGC2742,G,UMa,4,6,2.09,11.49
1010,IC2067,Neb,Per,2,5,3.13,11.49
2343,NGC1560,G,Cam,22,6,9.39,11.5
1272,IC5117,PN,Cyg,22,6,9.39,11.5
2456,NGC2276,G,Cep,22,6,9.39,11.5
1086,IC4339,*,CVn,22,23,1.04,11.5
2322,NGC1501,PN,Cam,0,4,5.22,11.5
3038,NGC5485,G,UMa,22,0,3.13,11.5
3257,NGC5962,G,Se1,22,23,1.04,11.5
4070,NGC7129,Cl+N,Cep,22,6,9.39,11.5
3832,NGC6741,PN,Aql,22,0,3.13,11.5
257,IC0334,G,Cam,22,6,9.39,11.5
2080,NGC1003,G,Per,0,3,3.13,11.51
4398,NGC7585,G,Aqr,1,3,2.09,11.52
1701,NGC0474,G,Psc,1,6,5.22,11.52
2412,NGC1961,G,Cam,22,6,9.39,11.54
4374,NGC7562,G,Psc,0,4,5.22,11.55
2450,NGC2268,G,Cam,22,6,9.39,11.56
3095,NGC5631,G,UMa,22,0,3.13,11.56
2632,NGC2805,G,UMa,22,6,9.39,11.56
1727,NGC0507,G,Psc,0,6,7.3,11.57
2987,NGC5383,G,CVn,22,23,1.04,11.57
859,IC1727,G,Tri,0,6,6.26,11.57
4530,NGC7742,G,Peg,0,5,6.26,11.58
216,IC0284,G,Per,0,3,3.13,11.59
4567,NGC7785,G,Psc,0,5,5.22,11.6
1592,NGC0315,G,Psc,0,6,7.3,11.6
2417,NGC2022,PN,Ori,5,6,1.04,11.6
3952,NGC6933,*,Del,22,2,5.22,11.61
2643,NGC2880,G,UMa,4,6,2.09,11.61
3262,NGC5970,G,Se1,22,23,1.04,11.61
2773,NGC3894,G,UMa,22,6,9.39,11.62
3068,NGC5582,G,Boo,22,23,1.04,11.62
2183,NGC1156,G,Ari,1,6,5.22,11.63
1488,NGC0128,G,Psc,1,5,4.17,11.63
3470,NGC6207,G,Her,22,0,3.13,11.64
2088,NGC1016,G,Cet,3,6,3.13,11.64
1430,NGC0057,G,Psc,0,6,7.3,11.65
2550,NGC2500,G,Lyn,4,6,2.09,11.65
2993,NGC5395,G,CVn,22,23,1.04,11.66
3415,NGC6140,G,Dra,22,4,7.3,11.66
1878,NGC0718,G,Psc,2,6,4.17,11.66
1807,NGC0615,G,Cet,3,5,2.09,11.66
2101,NGC1032,G,Cet,3,6,3.13,11.67
2622,NGC2748,G,Cam,22,6,9.39,11.68
1421,NGC0046,*,Psc,0,5,5.22,11.68
4516,NGC7721,G,Aqr,1,3,2.09,11.68
2980,NGC5371,G,CVn,22,23,1.04,11.69
2592,NGC2654,G,UMa,3,6,3.13,11.69
4619,PGC003853,G,Cet,3,4,1.04,11.69
4272,NGC7448,G,Peg,23,5,7.3,11.69
2843,NGC4386,G,Dra,22,6,9.39,11.69
277,IC0361,OCl,Cam,0,4,5.22,11.7
2788,NGC3982,G,UMa,22,23,1.04,11.7
2565,NGC2541,G,Lyn,4,6,2.09,11.7
2351,NGC1587,G,Tau,5,6,1.04,11.7
117,IC0166,OCl,Cas,22,2,5.22,11.7
2330,NGC1530,G,Cam,22,6,9.39,11.7
2563,NGC2537,G,Lyn,5,6,1.04,11.71
1734,NGC0514,G,Psc,1,6,5.22,11.71
2531,NGC2460,G,Cam,3,6,3.13,11.71
3083,NGC5614,G,Boo,22,23,1.04,11.71
3274,NGC5987,G,Dra,22,2,5.22,11.72
3707,NGC6548,G,Her,22,0,3.13,11.73
1855,NGC0691,G,Ari,0,6,6.26,11.73
1922,NGC0784,G,Tri,0,6,6.26,11.73
2487,NGC2340,G,Lyn,3,6,3.13,11.73
3122,NGC5687,G,Boo,22,0,3.13,11.74
2587,NGC2639,G,UMa,5,6,1.04,11.76
2659,NGC3027,G,UMa,22,6,9.39,11.76
4352,NGC7541,G,Psc,0,4,5.22,11.76
2947,NGC5297,G,CVn,22,23,1.04,11.76
3889,NGC6824,G,Cyg,1,5,4.17,11.76
1997,NGC0895,G,Cet,4,6,2.09,11.77
3259,NGC5965,G,Dra,22,1,4.17,11.78
2232,NGC1253,G,Eri,4,6,2.09,11.78
2921,NGC5198,G,CVn,22,23,1.04,11.78
2346,NGC1573,G,Cam,22,6,9.39,11.79
1697,NGC0470,G,Psc,1,6,5.22,11.79
4548,NGC7769,G,Peg,0,6,7.3,11.79
3123,NGC5689,G,Boo,22,0,2.09,11.8
2362,NGC1624,Cl+N,Per,1,4,3.13,11.8
3776,NGC6658,G,Her,22,1,4.17,11.8
3007,NGC5422,G,UMa,22,0,3.13,11.8
1743,NGC0521,G,Cet,2,6,4.17,11.8
2214,NGC1220,OCl,Per,0,3,4.17,11.8
2353,NGC1589,G,Tau,5,6,1.04,11.81
3273,NGC5985,G,Dra,22,2,5.22,11.81
3053,NGC5533,G,Boo,22,23,1.04,11.81
2122,NGC1060,G,Tri,0,6,6.26,11.82
3450,NGC6181,G,Her,22,0,2.09,11.82
1567,NGC0266,G,Psc,0,6,7.3,11.82
332,IC0520,G,Cam,22,6,9.39,11.83
3615,NGC6412,G,Dra,22,6,9.39,11.83
3772,NGC6654,G,Dra,22,6,9.39,11.84
2610,NGC2693,G,UMa,5,6,1.04,11.86
3015,NGC5444,G,CVn,22,23,1.04,11.86
4277,NGC7454,G,Peg,23,5,7.3,11.86
3614,NGC6411,G,Dra,0,4,5.22,11.86
1987,NGC0877,G,Ari,1,6,5.22,11.86
2448,NGC2258,G,Cam,22,6,9.39,11.87
1994,NGC0890,G,Tri,0,6,6.26,11.87
2959,NGC5326,G,CVn,22,23,1.04,11.87
3018,NGC5448,G,UMa,22,0,2.09,11.88
2245,NGC1272,G,Per,0,3,3.13,11.88
3224,NGC5908,G,Dra,22,1,4.17,11.89
1416,NGC0040,PN,Cep,22,6,9.39,11.89
3974,NGC6962,G,Aqr,22,1,4.17,11.89
2617,NGC2732,G,Cam,22,6,9.39,11.89
2186,NGC1161,G,Per,0,3,3.13,11.89
2035,NGC0949,G,Tri,0,3,3.13,11.89
1850,NGC0680,G,Ari,0,6,6.26,11.9
3843,NGC6751,PN,Aql,22,0,2.09,11.9
2555,NGC2523,G,Cam,22,6,9.39,11.9
267,IC0351,PN,Per,1,5,4.17,11.9
3434,NGC6166,G,Her,22,0,3.13,11.91
3108,NGC5660,G,Boo,22,0,2.09,11.91
3052,NGC5529,G,Boo,22,23,1.04,11.91
2239,NGC1265,G,Per,0,3,3.13,11.92
2474,NGC2320,G,Lyn,3,6,3.13,11.94
2674,NGC3147,G,Dra,22,6,9.39,11.94
4414,NGC7600,G,Aqr,1,2,1.04,11.95
2038,NGC0955,G,Cet,3,6,3.13,11.96
2806,NGC4128,G,Dra,22,6,9.39,11.96
3719,NGC6574,G,Her,22,0,3.13,11.96
3291,NGC6012,G,Se1,22,23,1.04,11.96
2267,NGC1305,G,Eri,4,6,2.09,11.97
2371,NGC1653,G,Eri,5,6,1.04,11.97
2143,NGC1090,G,Cet,3,6,3.13,11.97
2584,NGC2634,G,Cam,22,6,9.39,11.97
3671,NGC6487,G,Her,22,1,4.17,11.97
1844,NGC0674,G,Ari,0,6,6.26,11.97
1406,NGC0023,G,Peg,23,6,8.35,11.98
2718,NGC3448,G,UMa,22,6,9.39,11.98
2989,NGC5389,G,UMa,22,0,3.13,11.98
4021,NGC7044,OCl,Cyg,22,5,8.35,12.0
3878,NGC6807,PN,Aql,22,1,4.17,12.0
3877,NGC6804,PN,Aql,22,1,4.17,12.0
871,IC1747,PN,Cas,22,2,5.22,12.0
3402,NGC6125,G,Dra,23,2,4.17,12.0
1846,NGC0676,G,Psc,2,6,4.17,12.0
2404,NGC1883,OCl,Aur,2,5,3.13,12.0
1400,NGC0016,G,Peg,23,6,8.35,12.0
2782,NGC3963,G,UMa,22,23,1.04,12.01
1622,NGC0357,G,Cet,3,4,1.04,12.02
2879,NGC4814,G,UMa,22,0,2.09,12.03
2865,NGC4648,G,Dra,22,6,9.39,12.03
4228,NGC7391,G,Aqr,0,3,3.13,12.05
4400,NGC7587,G,Peg,0,5,6.26,12.06
2547,NGC2493,G,Lyn,5,6,1.04,12.06
3793,NGC6674,G,Her,22,1,4.17,12.07
2338,NGC1550,G,Tau,4,6,2.09,12.08
2490,NGC2344,G,Lyn,4,6,2.09,12.08
2583,NGC2633,G,Cam,22,6,9.39,12.08
2295,NGC1417,G,Eri,5,6,1.04,12.08
2360,NGC1620,G,Eri,5,6,1.04,12.08
2727,NGC3516,G,UMa,22,6,9.39,12.09
2953,NGC5313,G,CVn,22,23,1.04,12.09
2876,NGC4750,G,Dra,22,6,9.39,12.1
3898,NGC6833,PN,Cyg,1,4,3.13,12.1
1694,NGC0467,G,Psc,1,6,5.22,12.1
3603,NGC6389,G,Her,22,0,3.13,12.1
4025,NGC7048,PN,Cyg,22,6,9.39,12.1
2770,NGC3888,G,UMa,22,23,1.04,12.1
2571,NGC2551,G,Cam,22,6,9.39,12.11
4550,NGC7771,G,Peg,0,6,7.3,12.11
4593,NGC7817,G,Peg,0,6,7.3,12.11
3258,NGC5963,G,Dra,22,1,4.17,12.12
4222,NGC7385,G,Peg,23,4,6.26,12.13
1525,NGC0194,G,Psc,1,5,4.17,12.13
1749,NGC0529,G,And,0,6,7.3,12.13
2472,NGC2314,G,Cam,22,6,9.39,12.13
3439,NGC6173,G,Her,22,1,4.17,12.14
1836,NGC0665,G,Psc,1,6,5.22,12.14
4479,NGC7678,G,Peg,23,6,8.35,12.14
1636,NGC0383,G,Psc,0,6,7.3,12.14
1887,NGC0736,G,Tri,0,6,6.26,12.14
2970,NGC5351,G,CVn,22,23,1.04,12.15
3759,NGC6632,G,Her,22,1,4.17,12.15
1548,NGC0227,G,Cet,1,5,4.17,12.16
4148,NGC7280,G,Peg,22,4,7.3,12.17
3112,NGC5673,G,Boo,22,0,2.09,12.17
2041,NGC0958,G,Cet,3,6,3.13,12.18
3035,NGC5480,G,UMa,22,0,2.09,12.18
4507,NGC7711,G,Peg,0,5,6.26,12.18
2742,NGC3642,G,UMa,22,6,9.39,12.19
3093,NGC5629,G,Boo,22,23,1.04,12.19
2524,NGC2441,G,Cam,22,6,9.39,12.19
1758,NGC0541,G,Cet,2,6,4.17,12.19
2201,NGC1184,G,Cep,22,6,9.39,12.19
2614,NGC2712,G,Lyn,5,6,1.04,12.19
2734,NGC3562,G,Dra,22,6,9.39,12.2
4439,NGC7625,G,Peg,23,5,7.3,12.2
3387,NGC6106,G,Her,22,23,1.04,12.2
4201,NGC7354,PN,Cep,22,6,9.39,12.2
1832,NGC0661,G,Tri,0,6,6.26,12.2
1752,NGC0532,G,Psc,1,6,5.22,12.21
1540,NGC0214,G,And,0,6,7.3,12.21
4139,NGC7265,G,Lac,22,6,9.39,12.22
2150,NGC1107,G,Cet,2,6,4.17,12.22
3260,NGC5966,G,Boo,22,0,3.13,12.22
3103,NGC5653,G,Boo,22,23,1.04,12.22
2633,NGC2810,G,UMa,22,6,9.39,12.23
3916,NGC6869,G,Dra,1,6,5.22,12.23
1848,NGC0678,G,Ari,0,6,6.26,12.23
2248,NGC1275,G,Per,0,3,3.13,12.24
3816,NGC6702,G,Lyr,0,3,3.13,12.24
4562,NGC7782,G,Psc,0,5,5.22,12.24
2368,NGC1638,G,Eri,5,6,1.04,12.24
4188,NGC7339,G,Peg,22,5,8.35,12.24
